INDEX,Datetime,UNIX_time,LV_time,FG1x,FG2x,FG3x,FG1y,FG2y,FG3y,FG1z,FG2z,FG3z
610,20220923_153712,1663972632.661201480,3746817432.661201480,11.88792,97.94021,29.92530,-163.63367,-185.13887,-359.08582,60.85680,92.44882,3.50549
611,20220923_153713,1663972633.161304950,3746817433.161304950,11.88225,97.93183,29.91754,-163.63405,-185.14048,-359.08375,60.85716,92.44377,3.50364
612,20220923_153713,1663972633.661352160,3746817433.661352160,11.87979,97.93293,29.91803,-163.64119,-185.14282,-359.07843,60.85889,92.44315,3.50512
613,20220923_153714,1663972634.161399840,3746817434.161399840,11.88164,97.93146,29.92308,-163.64094,-185.13530,-359.07893,60.85753,92.44488,3.50499
614,20220923_153714,1663972634.661497590,3746817434.661497590,11.88583,97.93664,29.92185,-163.64551,-185.14023,-359.08213,60.85938,92.44599,3.50204
615,20220923_153715,1663972635.161523340,3746817435.161523340,11.88275,97.94021,29.92555,-163.63367,-185.13739,-359.08325,60.86148,92.44401,3.50499
616,20220923_153715,1663972635.662596230,3746817435.662596220,11.88127,97.93602,29.91951,-163.63897,-185.14256,-359.08508,60.86037,92.44204,3.50721
617,20220923_153716,1663972636.162625790,3746817436.162625790,11.87683,97.93922,29.91914,-163.63775,-185.14023,-359.08608,60.85606,92.45030,3.50142
618,20220923_153716,1663972636.662491800,3746817436.662491800,11.88336,97.93491,29.91852,-163.63848,-185.13937,-359.07671,60.86062,92.44365,3.50204
619,20220923_153717,1663972637.163220880,3746817437.163220880,11.88891,97.93873,29.91827,-163.63590,-185.14392,-359.08620,60.86259,92.44328,3.50462
620,20220923_153717,1663972637.663871760,3746817437.663871760,11.87930,97.93614,29.92505,-163.64045,-185.14256,-359.08670,60.85889,92.45005,3.49834
621,20220923_153718,1663972638.163455010,3746817438.163455010,11.88423,97.93368,29.92037,-163.64329,-185.14478,-359.08177,60.86234,92.44549,3.50857
622,20220923_153718,1663972638.663525580,3746817438.663525580,11.88423,97.94945,29.92382,-163.63627,-185.13727,-359.08387,60.85914,92.44845,3.50401
623,20220923_153719,1663972639.163571360,3746817439.163571360,11.88521,97.93725,29.91433,-163.63491,-185.14282,-359.08201,60.86357,92.44130,3.50672
624,20220923_153719,1663972639.663629530,3746817439.663629530,11.88275,97.93282,29.91729,-163.64008,-185.14282,-359.08053,60.86296,92.44291,3.50253
625,20220923_153720,1663972640.163353440,3746817440.163353440,11.88472,97.93749,29.91901,-163.64131,-185.14171,-359.07917,60.85901,92.44217,3.50771
626,20220923_153720,1663972640.663854600,3746817440.663854600,11.88127,97.93491,29.91593,-163.64304,-185.14035,-359.08878,60.85840,92.44599,3.50512
627,20220923_153721,1663972641.163475040,3746817441.163475040,11.87967,97.93959,29.92209,-163.64131,-185.14454,-359.08325,60.85692,92.44328,3.50709
628,20220923_153721,1663972641.663069720,3746817441.663069720,11.88842,97.93664,29.91827,-163.63590,-185.13986,-359.07831,60.86111,92.44069,3.50660
629,20220923_153722,1663972642.164878370,3746817442.164878370,11.88669,97.93972,29.91606,-163.63922,-185.14208,-359.07955,60.85852,92.43625,3.50586
630,20220923_153722,1663972642.664588930,3746817442.664588930,11.88287,97.93479,29.91556,-163.63811,-185.14380,-359.07586,60.85951,92.44882,3.50573
631,20220923_153723,1663972643.164689540,3746817443.164689540,11.88225,97.94255,29.91803,-163.63724,-185.14245,-359.08656,60.86074,92.44081,3.50931
632,20220923_153723,1663972643.664767260,3746817443.664767260,11.89100,97.92998,29.91680,-163.63738,-185.14060,-359.08608,60.86197,92.44537,3.50832
633,20220923_153724,1663972644.165417670,3746817444.165417670,11.88115,97.93405,29.91643,-163.63983,-185.14367,-359.08866,60.86136,92.44784,3.50499
634,20220923_153724,1663972644.665683270,3746817444.665683270,11.88398,97.93516,29.92086,-163.64082,-185.14367,-359.08608,60.85704,92.44463,3.50536
635,20220923_153725,1663972645.165701390,3746817445.165701390,11.88262,97.93491,29.92148,-163.63429,-185.14590,-359.08718,60.86123,92.44463,3.50204
636,20220923_153725,1663972645.665726180,3746817445.665726180,11.88188,97.93590,29.92173,-163.63565,-185.13826,-359.08251,60.86172,92.44081,3.50043
637,20220923_153726,1663972646.165702340,3746817446.165702340,11.88817,97.93516,29.91790,-163.64057,-185.14307,-359.07943,60.85741,92.44401,3.50376
638,20220923_153726,1663972646.665928840,3746817446.665928840,11.88460,97.93158,29.91298,-163.64267,-185.13653,-359.08275,60.86012,92.43798,3.51153
639,20220923_153727,1663972647.166993620,3746817447.166993620,11.88139,97.92912,29.91963,-163.64279,-185.14256,-359.08768,60.86062,92.44180,3.50918
640,20220923_153727,1663972647.666728970,3746817447.666728970,11.88225,97.93664,29.92099,-163.64082,-185.14256,-359.08399,60.86234,92.44389,3.50413
641,20220923_153728,1663972648.166684630,3746817448.166684630,11.88731,97.93528,29.91655,-163.63811,-185.14146,-359.08682,60.86172,92.44130,3.50290
642,20220923_153728,1663972648.666678430,3746817448.666678430,11.88324,97.93639,29.91729,-163.63750,-185.14270,-359.08422,60.85667,92.44019,3.50758
643,20220923_153729,1663972649.166704650,3746817449.166704650,11.87708,97.93577,29.91630,-163.64661,-185.14380,-359.08103,60.85643,92.44167,3.51214
644,20220923_153729,1663972649.666572570,3746817449.666572570,11.88028,97.93516,29.92394,-163.63946,-185.14651,-359.08201,60.86591,92.44377,3.50635
645,20220923_153730,1663972650.167712210,3746817450.167712210,11.87486,97.93528,29.92209,-163.63577,-185.14023,-359.08091,60.85704,92.44180,3.50721
646,20220923_153730,1663972650.667779920,3746817450.667779920,11.88287,97.93109,29.91495,-163.63392,-185.14245,-359.08411,60.85778,92.44488,3.50672
647,20220923_153731,1663972651.167242530,3746817451.167242530,11.88558,97.93898,29.91544,-163.63639,-185.14085,-359.08053,60.85963,92.44254,3.50684
648,20220923_153731,1663972651.667557720,3746817451.667557720,11.88398,97.93861,29.91754,-163.63835,-185.13443,-359.07757,60.85618,92.44586,3.50758
649,20220923_153732,1663972652.167710300,3746817452.167710300,11.88176,97.93651,29.91938,-163.63516,-185.14404,-359.08213,60.85766,92.44599,3.50832
650,20220923_153732,1663972652.667737010,3746817452.667737010,11.88484,97.93996,29.91766,-163.63219,-185.13764,-359.08620,60.85606,92.44426,3.51325
651,20220923_153733,1663972653.167848110,3746817453.167848110,11.88583,97.94021,29.91877,-163.64070,-185.14035,-359.08582,60.85680,92.44648,3.51535
652,20220923_153733,1663972653.667771820,3746817453.667771820,11.88349,97.92949,29.91495,-163.64205,-185.14208,-359.07598,60.84952,92.44500,3.51054
653,20220923_153734,1663972654.167165760,3746817454.167165760,11.87843,97.93898,29.92123,-163.64304,-185.14270,-359.07264,60.85963,92.44710,3.50894
654,20220923_153734,1663972654.667777540,3746817454.667777540,11.88620,97.93293,29.91741,-163.63392,-185.14109,-359.07807,60.86246,92.44475,3.51202
655,20220923_153735,1663972655.167601580,3746817455.167601580,11.88324,97.93516,29.91593,-163.64440,-185.14060,-359.08756,60.85680,92.44796,3.51017
656,20220923_153735,1663972655.667770390,3746817455.667770380,11.87806,97.93442,29.91877,-163.63823,-185.14183,-359.08632,60.85803,92.44488,3.51387
657,20220923_153736,1663972656.167125700,3746817456.167125700,11.88534,97.93245,29.91532,-163.63761,-185.14196,-359.08115,60.85766,92.44463,3.50487
658,20220923_153736,1663972656.667806620,3746817456.667806620,11.88694,97.92998,29.92209,-163.64489,-185.14553,-359.07831,60.85692,92.44894,3.50931
659,20220923_153737,1663972657.167662620,3746817457.167662620,11.88324,97.93442,29.91877,-163.63590,-185.14725,-359.08325,60.85753,92.44328,3.50992
660,20220923_153737,1663972657.667685030,3746817457.667685030,11.88065,97.93429,29.91507,-163.63380,-185.13887,-359.07917,60.85458,92.44660,3.51054
661,20220923_153738,1663972658.167446610,3746817458.167446610,11.88423,97.93811,29.91766,-163.63922,-185.14441,-359.09002,60.86049,92.44574,3.50573
662,20220923_153738,1663972658.667787070,3746817458.667787070,11.88127,97.93516,29.92160,-163.64057,-185.13998,-359.08213,60.85852,92.44894,3.50623
663,20220923_153739,1663972659.168784620,3746817459.168784620,11.88349,97.93491,29.91544,-163.64205,-185.13961,-359.08189,60.86025,92.45264,3.51227
664,20220923_153739,1663972659.668284890,3746817459.668284890,11.88299,97.93158,29.91593,-163.63701,-185.14023,-359.07931,60.85569,92.44512,3.50660
665,20220923_153740,1663972660.168144230,3746817460.168144220,11.87819,97.92715,29.91643,-163.63528,-185.14072,-359.07917,60.85877,92.45129,3.50844
666,20220923_153740,1663972660.668286320,3746817460.668286320,11.87880,97.93947,29.91667,-163.63761,-185.14330,-359.08449,60.85975,92.44463,3.50721
667,20220923_153741,1663972661.168687820,3746817461.168687820,11.88558,97.93442,29.92222,-163.64205,-185.14171,-359.08570,60.85704,92.44475,3.51042
668,20220923_153741,1663972661.668640610,3746817461.668640610,11.87954,97.93257,29.92037,-163.63934,-185.13863,-359.08053,60.85569,92.44931,3.50894
669,20220923_153742,1663972662.168660640,3746817462.168660640,11.88336,97.93060,29.91815,-163.64168,-185.13641,-359.08434,60.85766,92.44352,3.50783
670,20220923_153742,1663972662.668669700,3746817462.668669700,11.88718,97.93516,29.91556,-163.63713,-185.14109,-359.07784,60.85901,92.44463,3.50881
671,20220923_153743,1663972663.168944840,3746817463.168944830,11.88102,97.92924,29.92197,-163.64193,-185.14159,-359.07769,60.85840,92.44870,3.50869
672,20220923_153743,1663972663.668662550,3746817463.668662550,11.88065,97.93392,29.91877,-163.63971,-185.13838,-359.08103,60.85532,92.44586,3.50931
673,20220923_153744,1663972664.168685440,3746817464.168685440,11.87646,97.92936,29.91692,-163.63934,-185.14392,-359.07905,60.85680,92.44611,3.50734
674,20220923_153744,1663972664.668560030,3746817464.668560030,11.87794,97.93084,29.91581,-163.63848,-185.14404,-359.07943,60.85914,92.44574,3.51128
675,20220923_153745,1663972665.168538570,3746817465.168538570,11.88460,97.93319,29.91741,-163.63811,-185.14664,-359.07843,60.85655,92.44118,3.50783
676,20220923_153745,1663972665.668658260,3746817465.668658260,11.87745,97.93306,29.91704,-163.64057,-185.14060,-359.07462,60.86246,92.44254,3.51510
677,20220923_153746,1663972666.168509010,3746817466.168509010,11.88090,97.93799,29.92012,-163.63528,-185.14060,-359.07881,60.85544,92.45005,3.51288
678,20220923_153746,1663972666.668257710,3746817466.668257710,11.88201,97.93047,29.92000,-163.64008,-185.14171,-359.08189,60.85716,92.44475,3.50475
679,20220923_153747,1663972667.168612000,3746817467.168612000,11.87659,97.93491,29.91298,-163.63676,-185.14516,-359.08287,60.85815,92.44512,3.51054
680,20220923_153747,1663972667.668722630,3746817467.668722630,11.88151,97.93183,29.91926,-163.63860,-185.13863,-359.08041,60.86148,92.45042,3.50462
681,20220923_153748,1663972668.168590550,3746817468.168590540,11.88238,97.93405,29.91717,-163.63811,-185.14602,-359.08496,60.86136,92.44894,3.51239
682,20220923_153748,1663972668.668628690,3746817468.668628690,11.88620,97.93577,29.91926,-163.63909,-185.14293,-359.07745,60.85667,92.44340,3.51091
683,20220923_153749,1663972669.168310160,3746817469.168310160,11.88213,97.93343,29.91421,-163.63664,-185.14454,-359.08399,60.86172,92.44315,3.51103
684,20220923_153749,1663972669.669968130,3746817469.669968130,11.87695,97.92986,29.91495,-163.64316,-185.14404,-359.08313,60.85790,92.44796,3.50635
685,20220923_153750,1663972670.169459820,3746817470.169459820,11.87683,97.93232,29.92148,-163.64390,-185.13912,-359.07819,60.85975,92.44833,3.51374
686,20220923_153750,1663972670.669891360,3746817470.669891360,11.88521,97.93134,29.91519,-163.63811,-185.14380,-359.08041,60.85778,92.45079,3.50931
687,20220923_153751,1663972671.169614310,3746817471.169614310,11.88188,97.92850,29.91790,-163.63590,-185.14134,-359.08065,60.85704,92.44475,3.51424
688,20220923_153751,1663972671.670572760,3746817471.670572760,11.88423,97.93060,29.91507,-163.63761,-185.14183,-359.07769,60.85889,92.44968,3.51239
689,20220923_153752,1663972672.170107360,3746817472.170107360,11.87720,97.93183,29.91470,-163.64267,-185.13900,-359.07917,60.85581,92.44968,3.51029
690,20220923_153752,1663972672.670986180,3746817472.670986170,11.88164,97.93220,29.91975,-163.63293,-185.14725,-359.08582,60.85926,92.44870,3.51325
691,20220923_153753,1663972673.171019080,3746817473.171019080,11.88139,97.93602,29.91815,-163.64390,-185.14233,-359.08892,60.86160,92.44857,3.50475
692,20220923_153753,1663972673.670159820,3746817473.670159820,11.88521,97.93010,29.92025,-163.63860,-185.14307,-359.08461,60.85618,92.45153,3.51485
693,20220923_153754,1663972674.170104980,3746817474.170104980,11.88373,97.93109,29.92382,-163.63565,-185.13850,-359.08434,60.85790,92.44833,3.50857
694,20220923_153754,1663972674.670225620,3746817474.670225620,11.88028,97.92986,29.91790,-163.63996,-185.13801,-359.07314,60.85667,92.45042,3.51116
695,20220923_153755,1663972675.170326230,3746817475.170326230,11.88090,97.92850,29.92148,-163.63466,-185.14318,-359.07042,60.86246,92.44747,3.51264
696,20220923_153755,1663972675.670390610,3746817475.670390600,11.87843,97.92863,29.92037,-163.63627,-185.13949,-359.07943,60.85926,92.44894,3.50795
697,20220923_153756,1663972676.170485500,3746817476.170485500,11.87843,97.92949,29.92136,-163.63627,-185.14011,-359.08570,60.86074,92.44574,3.50672
698,20220923_153756,1663972676.670534610,3746817476.670534610,11.87979,97.93232,29.91630,-163.64304,-185.14233,-359.07733,60.86037,92.44968,3.51054
699,20220923_153757,1663972677.170626160,3746817477.170626160,11.88287,97.92838,29.91495,-163.64230,-185.14282,-359.08263,60.85778,92.44981,3.50918
700,20220923_153757,1663972677.670653820,3746817477.670653820,11.87794,97.93910,29.91458,-163.63688,-185.14245,-359.07893,60.85926,92.45301,3.50647
701,20220923_153758,1663972678.170699120,3746817478.170699120,11.87880,97.93158,29.91803,-163.63343,-185.13480,-359.07917,60.85569,92.45092,3.51300
702,20220923_153758,1663972678.671790600,3746817478.671790600,11.88028,97.92875,29.91544,-163.64008,-185.13961,-359.08484,60.85408,92.44673,3.51116
703,20220923_153759,1663972679.171895980,3746817479.171895980,11.88780,97.93516,29.91248,-163.63798,-185.13912,-359.08337,60.86259,92.45141,3.50573
704,20220923_153759,1663972679.671969410,3746817479.671969410,11.88250,97.93220,29.91926,-163.63676,-185.14208,-359.08189,60.86062,92.45313,3.51017
705,20220923_153800,1663972680.171714310,3746817480.171714300,11.87843,97.93208,29.91445,-163.64070,-185.14441,-359.08473,60.86172,92.44734,3.51214
706,20220923_153800,1663972680.671628000,3746817480.671628000,11.88053,97.92899,29.92173,-163.63170,-185.14282,-359.07524,60.86419,92.45018,3.51042
707,20220923_153801,1663972681.171847820,3746817481.171847820,11.87991,97.93282,29.92074,-163.63724,-185.14270,-359.08005,60.86259,92.44697,3.50955
708,20220923_153801,1663972681.671070580,3746817481.671070570,11.88016,97.92727,29.91963,-163.64057,-185.14404,-359.08239,60.86271,92.45264,3.51116
709,20220923_153802,1663972682.171120170,3746817482.171120170,11.87979,97.93380,29.92160,-163.63466,-185.13998,-359.07621,60.86209,92.45203,3.50721
710,20220923_153802,1663972682.672054290,3746817482.672054290,11.87930,97.93602,29.92049,-163.63602,-185.13912,-359.08632,60.85877,92.45511,3.50931
711,20220923_153803,1663972683.172420020,3746817483.172420020,11.88312,97.93208,29.91655,-163.64131,-185.14171,-359.08768,60.86739,92.45239,3.51054
712,20220923_153803,1663972683.672438620,3746817483.672438620,11.87424,97.92863,29.91877,-163.64415,-185.14577,-359.08842,60.86209,92.45030,3.50536
713,20220923_153804,1663972684.172468180,3746817484.172468180,11.88004,97.92776,29.91852,-163.63417,-185.14048,-359.08546,60.86715,92.44882,3.51165
714,20220923_153804,1663972684.673731330,3746817484.673731330,11.87622,97.93035,29.92222,-163.63713,-185.14516,-359.08127,60.86481,92.44796,3.51239
715,20220923_153805,1663972685.173903940,3746817485.173903940,11.87967,97.93047,29.91988,-163.63367,-185.14725,-359.07857,60.86591,92.45153,3.51239
716,20220923_153805,1663972685.673468590,3746817485.673468590,11.87769,97.94070,29.92000,-163.64316,-185.14196,-359.07500,60.86628,92.45363,3.51066
717,20220923_153806,1663972686.174468990,3746817486.174468990,11.87819,97.92912,29.91643,-163.63798,-185.14516,-359.08387,60.87109,92.44857,3.51079
718,20220923_153806,1663972686.674691200,3746817486.674691200,11.87930,97.93405,29.92086,-163.64193,-185.14565,-359.08804,60.87294,92.45203,3.50992
719,20220923_153807,1663972687.174691200,3746817487.174691200,11.87720,97.93972,29.92394,-163.64008,-185.14540,-359.08682,60.86826,92.45203,3.51066
720,20220923_153807,1663972687.674162390,3746817487.674162390,11.88115,97.93183,29.92592,-163.63540,-185.14565,-359.07326,60.86505,92.45227,3.51609
721,20220923_153808,1663972688.174691200,3746817488.174691200,11.87252,97.92444,29.92333,-163.63330,-185.14725,-359.08239,60.87060,92.44747,3.51264
722,20220923_153808,1663972688.674561020,3746817488.674561020,11.87609,97.93774,29.92197,-163.64353,-185.14577,-359.09052,60.86727,92.44931,3.50795
723,20220923_153809,1663972689.174691200,3746817489.174691200,11.87695,97.92542,29.91840,-163.64045,-185.14417,-359.07893,60.87023,92.44968,3.50980
724,20220923_153809,1663972689.674691200,3746817489.674691200,11.87560,97.93454,29.92259,-163.64218,-185.14048,-359.08287,60.86493,92.45153,3.50771
725,20220923_153810,1663972690.174542430,3746817490.174542430,11.87412,97.92271,29.91877,-163.63909,-185.14429,-359.08053,60.86850,92.44907,3.51424
726,20220923_153810,1663972690.674469470,3746817490.674469470,11.87954,97.92998,29.91803,-163.63724,-185.15157,-359.07784,60.86850,92.45079,3.51042
727,20220923_153811,1663972691.174692630,3746817491.174692630,11.87511,97.92998,29.91951,-163.64107,-185.14454,-359.08756,60.86813,92.45079,3.50968
728,20220923_153811,1663972691.674692630,3746817491.674692630,11.87757,97.93220,29.91667,-163.63429,-185.14159,-359.08744,60.86591,92.45252,3.51005
729,20220923_153812,1663972692.174695010,3746817492.174695010,11.87856,97.92715,29.92148,-163.63318,-185.14713,-359.08165,60.86739,92.45005,3.50968
730,20220923_153812,1663972692.674110410,3746817492.674110410,11.87523,97.92936,29.91618,-163.63701,-185.14824,-359.08189,60.86863,92.44500,3.51165
731,20220923_153813,1663972693.174687860,3746817493.174687860,11.88164,97.93380,29.92197,-163.64181,-185.14627,-359.08213,60.86555,92.45412,3.51227
732,20220923_153813,1663972693.674551010,3746817493.674551010,11.87227,97.92863,29.92320,-163.63971,-185.14392,-359.07559,60.86456,92.44870,3.51066
733,20220923_153814,1663972694.174689770,3746817494.174689770,11.87511,97.93293,29.91815,-163.63405,-185.14639,-359.08065,60.86826,92.45153,3.51325
734,20220923_153814,1663972694.674146170,3746817494.674146170,11.88386,97.94181,29.91692,-163.63503,-185.14565,-359.08275,60.87195,92.44968,3.51300
735,20220923_153815,1663972695.174694540,3746817495.174694540,11.88028,97.92949,29.91371,-163.63232,-185.14923,-359.08349,60.86949,92.44574,3.51300
736,20220923_153815,1663972695.674621580,3746817495.674621580,11.87782,97.93146,29.92727,-163.63909,-185.14171,-359.08189,60.86690,92.45215,3.50980
737,20220923_153816,1663972696.174583910,3746817496.174583910,11.86402,97.93146,29.91704,-163.63885,-185.14984,-359.08892,60.87011,92.44784,3.51214
738,20220923_153816,1663972696.674538610,3746817496.674538610,11.87277,97.92998,29.92012,-163.64230,-185.14812,-359.08449,60.86234,92.44488,3.50857
739,20220923_153817,1663972697.174287800,3746817497.174287800,11.87203,97.92776,29.91926,-163.63701,-185.13974,-359.07917,60.86813,92.44549,3.50573
740,20220923_153817,1663972697.674674510,3746817497.674674510,11.87424,97.93010,29.92099,-163.64353,-185.14577,-359.08227,60.86900,92.44956,3.50697
741,20220923_153818,1663972698.175924780,3746817498.175924780,11.87400,97.92912,29.92012,-163.63664,-185.14478,-359.08139,60.86246,92.44968,3.50955
742,20220923_153818,1663972698.677003380,3746817498.677003380,11.87474,97.92641,29.92025,-163.63713,-185.14627,-359.08213,60.86678,92.44956,3.50795
743,20220923_153819,1663972699.177205560,3746817499.177205560,11.87338,97.94021,29.92173,-163.63429,-185.14577,-359.08213,60.86271,92.45412,3.51374
744,20220923_153819,1663972699.677768230,3746817499.677768230,11.87400,97.92591,29.91815,-163.63848,-185.14873,-359.07574,60.86727,92.45092,3.50881
745,20220923_153820,1663972700.177803040,3746817500.177803040,11.87560,97.92789,29.91877,-163.64119,-185.14664,-359.08337,60.86616,92.45067,3.50524
746,20220923_153820,1663972700.678017620,3746817500.678017620,11.87991,97.92628,29.92111,-163.63293,-185.14208,-359.08263,60.87441,92.44981,3.50771
747,20220923_153821,1663972701.178085800,3746817501.178085800,11.87720,97.92456,29.91827,-163.63786,-185.14553,-359.07733,60.87195,92.45030,3.51461
748,20220923_153821,1663972701.678621770,3746817501.678621770,11.87880,97.93540,29.91889,-163.63713,-185.14762,-359.07784,60.86616,92.45227,3.50660
749,20220923_153822,1663972702.178610320,3746817502.178610320,11.87979,97.92517,29.91852,-163.63775,-185.14270,-359.07314,60.86234,92.44931,3.51005
750,20220923_153822,1663972702.678753380,3746817502.678753380,11.87486,97.92480,29.91741,-163.64390,-185.14245,-359.07559,60.86394,92.45030,3.50549
751,20220923_153823,1663972703.178208830,3746817503.178208830,11.87412,97.93664,29.91926,-163.63256,-185.14429,-359.08029,60.86739,92.44747,3.51042
752,20220923_153823,1663972703.678666590,3746817503.678666590,11.87326,97.92604,29.91790,-163.63565,-185.14577,-359.08201,60.86702,92.45005,3.50992
753,20220923_153824,1663972704.178518290,3746817504.178518290,11.87511,97.92000,29.92197,-163.63688,-185.14639,-359.08041,60.86912,92.45178,3.50918
754,20220923_153824,1663972704.678639890,3746817504.678639890,11.87769,97.92591,29.90768,-163.64255,-185.14256,-359.08065,60.86937,92.44660,3.50795
755,20220923_153825,1663972705.178800110,3746817505.178800100,11.87203,97.93023,29.92012,-163.64057,-185.14417,-359.07042,60.87097,92.45178,3.50820
756,20220923_153825,1663972705.678837780,3746817505.678837780,11.87794,97.92148,29.91827,-163.63553,-185.14873,-359.06773,60.86370,92.45190,3.51202
757,20220923_153826,1663972706.178910260,3746817506.178910250,11.87868,97.92801,29.92086,-163.63701,-185.14676,-359.07843,60.86542,92.44944,3.50918
758,20220923_153826,1663972706.678232670,3746817506.678232670,11.87560,97.92875,29.91408,-163.63750,-185.14590,-359.08177,60.86764,92.45030,3.51300
759,20220923_153827,1663972707.178443430,3746817507.178443430,11.88275,97.92727,29.92000,-163.64403,-185.14380,-359.07955,60.86665,92.44833,3.51153
760,20220923_153827,1663972707.678689480,3746817507.678689480,11.87905,97.92899,29.91704,-163.64218,-185.14984,-359.07574,60.86456,92.44882,3.50894
761,20220923_153828,1663972708.178742410,3746817508.178742410,11.87461,97.92653,29.91815,-163.63614,-185.14553,-359.07917,60.86715,92.45387,3.50844
762,20220923_153828,1663972708.678310390,3746817508.678310390,11.87671,97.92382,29.91778,-163.64316,-185.14787,-359.08165,60.85741,92.45067,3.50783
763,20220923_153829,1663972709.178711890,3746817509.178711890,11.87905,97.92764,29.91729,-163.63786,-185.14960,-359.08091,60.86727,92.44796,3.50906
764,20220923_153829,1663972709.678308010,3746817509.678308010,11.88176,97.93060,29.92012,-163.63848,-185.14134,-359.06956,60.86678,92.45633,3.50413
765,20220923_153830,1663972710.178815360,3746817510.178815360,11.87979,97.92727,29.91532,-163.63786,-185.14466,-359.07955,60.86776,92.44956,3.50820
766,20220923_153830,1663972710.678554530,3746817510.678554530,11.87893,97.92530,29.91495,-163.64094,-185.14701,-359.08251,60.86764,92.44673,3.50721
767,20220923_153831,1663972711.179011340,3746817511.179011340,11.87572,97.91963,29.91778,-163.64378,-185.14651,-359.07757,60.86062,92.44451,3.50586
768,20220923_153831,1663972711.678599830,3746817511.678599830,11.87917,97.92850,29.92505,-163.63664,-185.14417,-359.07474,60.86296,92.45326,3.50376
769,20220923_153832,1663972712.178555960,3746817512.178555960,11.88053,97.93984,29.92000,-163.62801,-185.13924,-359.07648,60.86431,92.44562,3.50056
770,20220923_153832,1663972712.678825380,3746817512.678825380,11.87511,97.93097,29.92185,-163.63392,-185.13900,-359.07400,60.86320,92.44968,3.50610
771,20220923_153833,1663972713.178065780,3746817513.178065780,11.88238,97.92567,29.92000,-163.63145,-185.13789,-359.07190,60.86246,92.45055,3.50697
772,20220923_153833,1663972713.678829670,3746817513.678829670,11.88299,97.93220,29.92394,-163.63750,-185.13715,-359.07536,60.85975,92.44981,3.49994
773,20220923_153834,1663972714.178534510,3746817514.178534510,11.88028,97.92628,29.92283,-163.63479,-185.14245,-359.06734,60.85914,92.44833,3.49797
774,20220923_153834,1663972714.678284640,3746817514.678284640,11.88065,97.92986,29.92259,-163.63442,-185.14417,-359.06723,60.86752,92.44931,3.50438
775,20220923_153835,1663972715.178803920,3746817515.178803920,11.87819,97.93121,29.91766,-163.63713,-185.14097,-359.07474,60.86296,92.44747,3.51029
776,20220923_153835,1663972715.678144930,3746817515.678144930,11.87757,97.92185,29.91704,-163.63232,-185.14392,-359.06613,60.86678,92.45116,3.50586
777,20220923_153836,1663972716.178890230,3746817516.178890230,11.88213,97.92653,29.92000,-163.63195,-185.13665,-359.07080,60.86863,92.44451,3.51079
778,20220923_153836,1663972716.678566460,3746817516.678566450,11.87843,97.93097,29.92493,-163.63318,-185.14528,-359.07190,60.86345,92.44611,3.50623
779,20220923_153837,1663972717.178994180,3746817517.178994180,11.87622,97.92924,29.92419,-163.63405,-185.13678,-359.07500,60.86530,92.44771,3.50635
780,20220923_153837,1663972717.678688050,3746817517.678688050,11.87967,97.92665,29.91877,-163.63170,-185.14060,-359.07056,60.86234,92.44673,3.50771
781,20220923_153838,1663972718.178414340,3746817518.178414340,11.88250,97.92727,29.92789,-163.63096,-185.14035,-359.07228,60.86776,92.44574,3.50499
782,20220923_153838,1663972718.678647040,3746817518.678647040,11.87868,97.92690,29.91877,-163.63306,-185.13937,-359.06575,60.86887,92.44784,3.50980
783,20220923_153839,1663972719.178696630,3746817519.178696630,11.88201,97.92296,29.92665,-163.63121,-185.14478,-359.07352,60.86900,92.44993,3.51214
784,20220923_153839,1663972719.678948880,3746817519.678948880,11.87486,97.92826,29.91704,-163.63392,-185.14404,-359.07512,60.86776,92.45313,3.51029
785,20220923_153840,1663972720.178863050,3746817520.178863050,11.88312,97.93134,29.91396,-163.63367,-185.14602,-359.07240,60.86505,92.44771,3.50426
786,20220923_153840,1663972720.679001810,3746817520.679001810,11.88127,97.92333,29.91754,-163.62813,-185.14355,-359.07450,60.86789,92.44968,3.50697
787,20220923_153841,1663972721.178636070,3746817521.178636070,11.88078,97.92776,29.91692,-163.63664,-185.14454,-359.07056,60.86665,92.45301,3.50869
788,20220923_153841,1663972721.679001810,3746817521.679001810,11.87437,97.92444,29.91717,-163.63651,-185.14565,-359.08201,60.86924,92.44525,3.51066
789,20220923_153842,1663972722.178712840,3746817522.178712840,11.87609,97.92135,29.92209,-163.63897,-185.14380,-359.08484,60.86555,92.45511,3.51140
790,20220923_153842,1663972722.678375240,3746817522.678375240,11.87597,97.92456,29.90891,-163.63750,-185.13653,-359.07290,60.87084,92.45622,3.51300
791,20220923_153843,1663972723.178936960,3746817523.178936960,11.87203,97.92567,29.92394,-163.64292,-185.13789,-359.07671,60.86863,92.45646,3.50894
792,20220923_153843,1663972723.678509710,3746817523.678509710,11.88115,97.92641,29.92209,-163.63219,-185.14849,-359.07314,60.86123,92.45166,3.50906
793,20220923_153844,1663972724.178946970,3746817524.178946970,11.87461,97.92456,29.91951,-163.63318,-185.14220,-359.07757,60.85901,92.45067,3.50462
794,20220923_153844,1663972724.678791050,3746817524.678791040,11.88127,97.92641,29.92431,-163.62443,-185.14293,-359.07485,60.86172,92.44882,3.50623
