INDEX,Datetime,UNIX_time,LV_time,FG1x,FG2x,FG3x,FG1y,FG2y,FG3y,FG1z,FG2z,FG3z
360,20220923_170051,1663977651.859908580,3746822451.859908580,11.55815,90.58085,27.45164,-163.74136,-187.01799,-362.24132,61.58461,81.12568,9.31605
361,20220923_170052,1663977652.359274390,3746822452.359274390,11.56431,90.57630,27.44449,-163.74013,-187.00752,-362.24058,61.58202,81.12690,9.31765
362,20220923_170052,1663977652.859315390,3746822452.859315390,11.56086,90.57531,27.44080,-163.74739,-187.01208,-362.24194,61.58412,81.12592,9.31050
363,20220923_170053,1663977653.359804630,3746822453.359804630,11.56123,90.57900,27.45140,-163.74605,-187.01898,-362.24046,61.58301,81.13098,9.31753
364,20220923_170053,1663977653.859979150,3746822453.859979150,11.56715,90.57494,27.44289,-163.74272,-187.01147,-362.23786,61.58522,81.12653,9.31482
365,20220923_170054,1663977654.359327790,3746822454.359327790,11.56049,90.57741,27.43969,-163.74925,-187.01417,-362.24070,61.58128,81.13196,9.31728
366,20220923_170054,1663977654.859190460,3746822454.859190460,11.56025,90.58061,27.44166,-163.74346,-187.01344,-362.24587,61.58190,81.12568,9.30927
367,20220923_170055,1663977655.359740730,3746822455.359740730,11.56394,90.58221,27.44425,-163.75011,-187.01109,-362.24132,61.58818,81.12987,9.31408
368,20220923_170055,1663977655.859811780,3746822455.859811780,11.56382,90.57999,27.44634,-163.75134,-187.02071,-362.24329,61.58251,81.12913,9.31531
369,20220923_170056,1663977656.360057830,3746822456.360057830,11.56308,90.57691,27.45201,-163.74432,-187.01355,-362.25030,61.58363,81.12826,9.31753
370,20220923_170056,1663977656.861783980,3746822456.861783980,11.56752,90.58123,27.44758,-163.74605,-187.01295,-362.24329,61.58707,81.12888,9.31272
371,20220923_170057,1663977657.361189360,3746822457.361189360,11.56653,90.57778,27.44758,-163.74296,-187.01270,-362.23960,61.58510,81.12838,9.31063
372,20220923_170057,1663977657.861183170,3746822457.861183170,11.56727,90.58110,27.43710,-163.75023,-187.01577,-362.24525,61.58929,81.12271,9.31617
373,20220923_170058,1663977658.361876960,3746822458.361876960,11.56567,90.57555,27.44154,-163.74679,-187.01380,-362.24120,61.58325,81.12592,9.30989
374,20220923_170058,1663977658.862065790,3746822458.862065790,11.56444,90.58245,27.44449,-163.74592,-187.01406,-362.24501,61.58880,81.12149,9.31568
375,20220923_170059,1663977659.363128180,3746822459.363128180,11.56653,90.58356,27.43919,-163.74432,-187.02083,-362.23910,61.58609,81.12642,9.31186
376,20220923_170059,1663977659.863408560,3746822459.863408560,11.56937,90.58701,27.44696,-163.74333,-187.01614,-362.23922,61.58461,81.12531,9.31691
377,20220923_170100,1663977660.363167760,3746822460.363167760,11.56062,90.57888,27.44548,-163.74568,-187.01590,-362.24329,61.58338,81.12234,9.31432
378,20220923_170100,1663977660.863217830,3746822460.863217830,11.56530,90.58197,27.44437,-163.74543,-187.01960,-362.23812,61.58572,81.12555,9.31568
379,20220923_170101,1663977661.363135340,3746822461.363135340,11.56049,90.58418,27.43759,-163.74617,-187.01602,-362.24551,61.58522,81.12801,9.31642
380,20220923_170101,1663977661.863746170,3746822461.863746160,11.56591,90.58616,27.45312,-163.74210,-187.01442,-362.23514,61.58485,81.12851,9.30865
381,20220923_170102,1663977662.364953520,3746822462.364953520,11.56370,90.57839,27.43919,-163.74962,-187.01109,-362.23824,61.58375,81.11988,9.31482
382,20220923_170102,1663977662.865784170,3746822462.865784170,11.56320,90.58973,27.44597,-163.74580,-187.01258,-362.23614,61.58954,81.13098,9.31211
383,20220923_170103,1663977663.366856570,3746822463.366856570,11.56850,90.57667,27.44117,-163.74444,-187.01258,-362.24058,61.58732,81.12752,9.31198
384,20220923_170103,1663977663.866380210,3746822463.866380210,11.56591,90.57432,27.44289,-163.74074,-187.01454,-362.23972,61.58904,81.12703,9.31593
385,20220923_170104,1663977664.366725440,3746822464.366725440,11.56296,90.58098,27.44191,-163.74420,-187.00949,-362.23392,61.58325,81.12223,9.31777
386,20220923_170104,1663977664.866800780,3746822464.866800780,11.56173,90.57469,27.44462,-163.74025,-187.01147,-362.23676,61.58893,81.12605,9.31137
387,20220923_170105,1663977665.366728780,3746822465.366728780,11.56826,90.57839,27.44511,-163.74457,-187.01355,-362.23934,61.59089,81.12358,9.31297
388,20220923_170105,1663977665.866685390,3746822465.866685390,11.56135,90.57814,27.44388,-163.74665,-187.01466,-362.24303,61.58658,81.12112,9.32024
389,20220923_170106,1663977666.366732600,3746822466.366732600,11.56271,90.57568,27.44708,-163.74124,-187.01196,-362.24377,61.58609,81.12555,9.31630
390,20220923_170106,1663977666.866808890,3746822466.866808890,11.56838,90.58443,27.44967,-163.73988,-187.01479,-362.23774,61.57758,81.12605,9.31174
391,20220923_170107,1663977667.366731170,3746822467.366731170,11.57195,90.58270,27.44979,-163.74259,-187.01147,-362.24120,61.58461,81.12308,9.30804
392,20220923_170107,1663977667.866491320,3746822467.866491320,11.56345,90.58048,27.44326,-163.74481,-187.01664,-362.24463,61.58338,81.13061,9.31186
393,20220923_170108,1663977668.366687300,3746822468.366687300,11.56123,90.57420,27.44154,-163.74629,-187.01812,-362.24008,61.58239,81.12494,9.31063
394,20220923_170108,1663977668.866732120,3746822468.866732120,11.56555,90.57137,27.45164,-163.75233,-187.01540,-362.23664,61.58707,81.12703,9.31716
395,20220923_170109,1663977669.366185660,3746822469.366185660,11.56974,90.59157,27.44425,-163.74863,-187.01750,-362.23922,61.58375,81.12075,9.31691
396,20220923_170109,1663977669.866732600,3746822469.866732600,11.56173,90.57370,27.44314,-163.74974,-187.01701,-362.24093,61.58658,81.12333,9.30804
397,20220923_170110,1663977670.366689680,3746822470.366689680,11.56000,90.58393,27.44585,-163.74432,-187.01701,-362.23724,61.58658,81.12888,9.31211
398,20220923_170110,1663977670.866720200,3746822470.866720200,11.56542,90.57974,27.44437,-163.74702,-187.01873,-362.24108,61.58978,81.12666,9.31432
399,20220923_170111,1663977671.366741660,3746822471.366741660,11.55803,90.57580,27.44215,-163.74543,-187.01369,-362.24415,61.58621,81.12481,9.31593
400,20220923_170111,1663977671.866734500,3746822471.866734500,11.56863,90.57716,27.44326,-163.74457,-187.01503,-362.24451,61.58535,81.12605,9.31383
401,20220923_170112,1663977672.366733550,3746822472.366733550,11.56875,90.57506,27.44523,-163.74518,-187.01332,-362.25030,61.58547,81.12592,9.30742
402,20220923_170112,1663977672.866209510,3746822472.866209510,11.56776,90.57235,27.44018,-163.74358,-187.01812,-362.24968,61.58338,81.12703,9.31383
403,20220923_170113,1663977673.366732600,3746822473.366732600,11.56961,90.57667,27.44166,-163.75011,-187.00813,-362.24353,61.58461,81.12444,9.31149
404,20220923_170113,1663977673.866737370,3746822473.866737360,11.56974,90.57667,27.44277,-163.74444,-187.01873,-362.23886,61.58757,81.12506,9.31371
405,20220923_170114,1663977674.367268560,3746822474.367268560,11.57060,90.58258,27.44080,-163.74074,-187.01565,-362.23528,61.58437,81.13024,9.30853
406,20220923_170114,1663977674.867775920,3746822474.867775920,11.56629,90.58061,27.44647,-163.74272,-187.01590,-362.23688,61.58683,81.12851,9.31174
407,20220923_170115,1663977675.367769720,3746822475.367769720,11.57245,90.57716,27.44573,-163.74481,-187.01651,-362.24377,61.58929,81.12814,9.31432
408,20220923_170115,1663977675.867767330,3746822475.867767330,11.56419,90.57444,27.44412,-163.74531,-187.01664,-362.24082,61.58400,81.12962,9.31494
409,20220923_170116,1663977676.367730620,3746822476.367730620,11.56752,90.57752,27.44536,-163.74531,-187.01332,-362.23910,61.58658,81.12358,9.31765
410,20220923_170116,1663977676.867487910,3746822476.867487910,11.56838,90.57937,27.44326,-163.75023,-187.01676,-362.23552,61.58363,81.12666,9.31285
411,20220923_170117,1663977677.367732050,3746822477.367732050,11.56665,90.57876,27.44080,-163.74506,-187.02120,-362.23872,61.58473,81.13061,9.31531
412,20220923_170117,1663977677.867709640,3746822477.867709640,11.57097,90.57851,27.44474,-163.74321,-187.01466,-362.23540,61.58363,81.12752,9.31494
413,20220923_170118,1663977678.367714400,3746822478.367714400,11.56135,90.57999,27.43932,-163.74333,-187.01590,-362.23922,61.58547,81.13109,9.31519
414,20220923_170118,1663977678.868076800,3746822478.868076800,11.56961,90.58319,27.44030,-163.73988,-187.01270,-362.24144,61.58893,81.12568,9.31679
415,20220923_170119,1663977679.368707180,3746822479.368707180,11.56764,90.57839,27.43833,-163.74124,-187.01503,-362.24046,61.58757,81.13257,9.31630
416,20220923_170119,1663977679.868683810,3746822479.868683810,11.56813,90.57592,27.44560,-163.74543,-187.01380,-362.24241,61.58400,81.13257,9.31753
417,20220923_170120,1663977680.368711950,3746822480.368711950,11.56530,90.57716,27.44474,-163.74111,-187.01035,-362.24980,61.58781,81.13257,9.31876
418,20220923_170120,1663977680.868772980,3746822480.868772980,11.56961,90.58073,27.44289,-163.74605,-187.01553,-362.24046,61.58301,81.12370,9.31642
419,20220923_170121,1663977681.368768210,3746822481.368768210,11.57220,90.57272,27.44215,-163.75369,-187.00986,-362.24070,61.58818,81.13024,9.31704
420,20220923_170121,1663977681.868123050,3746822481.868123050,11.57060,90.57506,27.44277,-163.74642,-187.01676,-362.24155,61.58338,81.12703,9.31630
421,20220923_170122,1663977682.368834500,3746822482.368834490,11.56863,90.58147,27.44523,-163.74568,-187.01947,-362.24132,61.58695,81.12801,9.31358
422,20220923_170122,1663977682.868247030,3746822482.868247030,11.56579,90.57099,27.44486,-163.74259,-187.01503,-362.24120,61.58707,81.13220,9.31950
423,20220923_170123,1663977683.368824000,3746822483.368824000,11.56912,90.56976,27.43809,-163.74592,-187.01688,-362.23812,61.58781,81.12025,9.31630
424,20220923_170123,1663977683.868775370,3746822483.868775370,11.56826,90.58430,27.44351,-163.74900,-187.01466,-362.24194,61.59200,81.12112,9.32073
425,20220923_170124,1663977684.368728640,3746822484.368728640,11.56591,90.57667,27.44166,-163.74383,-187.01910,-362.24194,61.58559,81.12284,9.31802
426,20220923_170124,1663977684.868763920,3746822484.868763920,11.57060,90.57444,27.44462,-163.74702,-187.01442,-362.23798,61.58572,81.12223,9.31420
427,20220923_170125,1663977685.368685720,3746822485.368685720,11.56493,90.57974,27.44092,-163.74444,-187.01258,-362.23812,61.59274,81.12568,9.31630
428,20220923_170125,1663977685.868182180,3746822485.868182180,11.56111,90.58172,27.44178,-163.75060,-187.01799,-362.24871,61.58424,81.12469,9.31112
429,20220923_170126,1663977686.368250370,3746822486.368250370,11.56961,90.57962,27.44671,-163.74296,-187.01491,-362.23922,61.58646,81.12370,9.31469
430,20220923_170126,1663977686.869109630,3746822486.869109630,11.56419,90.57481,27.43919,-163.74776,-187.01442,-362.24108,61.59040,81.12420,9.31050
431,20220923_170127,1663977687.369309420,3746822487.369309420,11.56604,90.57186,27.44585,-163.74395,-187.01332,-362.23812,61.58227,81.13048,9.31580
432,20220923_170127,1663977687.869681830,3746822487.869681830,11.57479,90.57469,27.44215,-163.74592,-187.01787,-362.23848,61.58313,81.12432,9.31346
433,20220923_170128,1663977688.369215010,3746822488.369215010,11.57343,90.57211,27.44339,-163.73557,-187.01221,-362.24415,61.57882,81.12653,9.31346
434,20220923_170128,1663977688.869887830,3746822488.869887830,11.56678,90.57333,27.44437,-163.74099,-187.01725,-362.23872,61.58190,81.12457,9.31050
435,20220923_170129,1663977689.369688990,3746822489.369688990,11.56961,90.57469,27.44622,-163.74716,-187.01910,-362.24427,61.58485,81.12715,9.31383
436,20220923_170129,1663977689.869806290,3746822489.869806290,11.57084,90.57826,27.44314,-163.74506,-187.02058,-362.23502,61.58609,81.12432,9.31457
437,20220923_170130,1663977690.369853020,3746822490.369853020,11.57282,90.57112,27.44191,-163.74420,-187.01491,-362.23416,61.58917,81.12407,9.31137
438,20220923_170130,1663977690.869825360,3746822490.869825360,11.57060,90.57420,27.44511,-163.74629,-187.01799,-362.23910,61.58707,81.13122,9.31223
439,20220923_170131,1663977691.370017530,3746822491.370017530,11.57590,90.58011,27.44363,-163.74272,-187.01491,-362.24070,61.58042,81.12789,9.31050
440,20220923_170131,1663977691.869743350,3746822491.869743350,11.56863,90.57592,27.44425,-163.74432,-187.01972,-362.24144,61.58375,81.12555,9.31617
441,20220923_170132,1663977692.369736670,3746822492.369736670,11.57134,90.57765,27.43956,-163.73878,-187.01553,-362.24182,61.58363,81.12407,9.31580
442,20220923_170132,1663977692.870017530,3746822492.870017530,11.57245,90.57752,27.44794,-163.74531,-187.01245,-362.23836,61.58325,81.12727,9.30939
443,20220923_170133,1663977693.369865420,3746822493.369865420,11.57491,90.57531,27.44351,-163.74358,-187.01812,-362.23478,61.58769,81.12444,9.31334
444,20220923_170133,1663977693.869388100,3746822493.869388100,11.56912,90.57568,27.44634,-163.74099,-187.01886,-362.24315,61.57968,81.12838,9.31297
445,20220923_170134,1663977694.369800090,3746822494.369800090,11.57035,90.57642,27.44080,-163.74111,-187.01233,-362.23898,61.58079,81.12679,9.31666
446,20220923_170134,1663977694.869959350,3746822494.869959350,11.57319,90.57863,27.43870,-163.73963,-187.01122,-362.24182,61.57857,81.12653,9.31494
447,20220923_170135,1663977695.369388100,3746822495.369388100,11.57134,90.58011,27.44129,-163.74789,-187.01503,-362.24217,61.58769,81.12764,9.31297
448,20220923_170135,1663977695.869664190,3746822495.869664190,11.56456,90.57863,27.43907,-163.74235,-187.01454,-362.23688,61.58584,81.12900,9.31087
449,20220923_170136,1663977696.369128230,3746822496.369128230,11.56764,90.57617,27.44314,-163.74235,-187.01159,-362.24353,61.58140,81.12653,9.31568
450,20220923_170136,1663977696.869522570,3746822496.869522570,11.57023,90.58048,27.43956,-163.74617,-187.01528,-362.24489,61.58239,81.12271,9.30976
451,20220923_170137,1663977697.369196890,3746822497.369196890,11.57084,90.57937,27.44708,-163.74617,-187.01775,-362.23960,61.57697,81.12543,9.30792
452,20220923_170137,1663977697.869052890,3746822497.869052890,11.57565,90.57679,27.44671,-163.74702,-187.02071,-362.24501,61.58412,81.12617,9.31174
453,20220923_170138,1663977698.369895930,3746822498.369895930,11.56530,90.57839,27.44375,-163.74309,-187.01799,-362.24144,61.57919,81.13122,9.31420
454,20220923_170138,1663977698.869732860,3746822498.869732860,11.57084,90.57186,27.44129,-163.73730,-187.01614,-362.24182,61.58276,81.12198,9.31063
455,20220923_170139,1663977699.369060990,3746822499.369060990,11.57282,90.57481,27.43710,-163.74185,-187.01442,-362.24377,61.58128,81.12370,9.31802
456,20220923_170139,1663977699.869208810,3746822499.869208810,11.57183,90.58135,27.44523,-163.74210,-187.02132,-362.24353,61.57832,81.12568,9.31469
457,20220923_170140,1663977700.369912150,3746822500.369912150,11.56653,90.57506,27.44166,-163.74518,-187.01233,-362.24167,61.57562,81.12457,9.31605
458,20220923_170140,1663977700.869937420,3746822500.869937420,11.56801,90.57407,27.43981,-163.74407,-187.01454,-362.24315,61.58165,81.12999,9.31482
459,20220923_170141,1663977701.369407180,3746822501.369407180,11.57134,90.57900,27.43981,-163.74555,-187.01528,-362.23910,61.58054,81.12764,9.31285
460,20220923_170141,1663977701.869609830,3746822501.869609830,11.56702,90.57999,27.44511,-163.74764,-187.01676,-362.24365,61.58079,81.12407,9.31408
461,20220923_170142,1663977702.369910240,3746822502.369910240,11.56604,90.57987,27.44622,-163.74013,-187.01590,-362.23750,61.58448,81.12727,9.31580
462,20220923_170142,1663977702.869934560,3746822502.869934560,11.56357,90.58048,27.43993,-163.74173,-187.01171,-362.24267,61.57610,81.12642,9.31925
463,20220923_170143,1663977703.369962220,3746822503.369962210,11.56444,90.57235,27.44252,-163.74420,-187.01553,-362.23774,61.58054,81.12838,9.31334
464,20220923_170143,1663977703.869245530,3746822503.869245530,11.56665,90.58184,27.43883,-163.73988,-187.01639,-362.23564,61.57857,81.12764,9.31987
465,20220923_170144,1663977704.369329450,3746822504.369329450,11.56752,90.58048,27.44955,-163.74383,-187.01270,-362.23984,61.58177,81.13061,9.31691
466,20220923_170144,1663977704.869682310,3746822504.869682310,11.55914,90.57481,27.44092,-163.74087,-187.01035,-362.23910,61.58646,81.12605,9.31728
467,20220923_170145,1663977705.369585510,3746822505.369585510,11.56764,90.57716,27.44203,-163.74444,-187.01577,-362.23602,61.57697,81.12186,9.31765
468,20220923_170145,1663977705.869894500,3746822505.869894500,11.56653,90.57223,27.44400,-163.73976,-187.01540,-362.23245,61.58363,81.12444,9.31753
469,20220923_170146,1663977706.369325640,3746822506.369325640,11.56690,90.57654,27.44647,-163.74974,-187.01332,-362.23724,61.58177,81.12876,9.31395
470,20220923_170146,1663977706.870056150,3746822506.870056150,11.56678,90.57741,27.44425,-163.74481,-187.01676,-362.23614,61.57981,81.12888,9.31950
471,20220923_170147,1663977707.370433810,3746822507.370433810,11.56518,90.57802,27.44228,-163.74222,-187.01258,-362.24315,61.58584,81.12531,9.31445
472,20220923_170147,1663977707.871000770,3746822507.871000770,11.56986,90.57543,27.44684,-163.74309,-187.01454,-362.23898,61.57820,81.12531,9.31457
473,20220923_170148,1663977708.370427130,3746822508.370427130,11.56308,90.57420,27.43550,-163.74665,-187.01134,-362.23638,61.58522,81.12568,9.31334
474,20220923_170148,1663977708.870263100,3746822508.870263100,11.56739,90.57359,27.44573,-163.75023,-187.01429,-362.23960,61.58165,81.12506,9.31432
475,20220923_170149,1663977709.370566370,3746822509.370566370,11.56505,90.57248,27.43809,-163.74259,-187.01171,-362.24046,61.58338,81.12506,9.31506
476,20220923_170149,1663977709.870711800,3746822509.870711800,11.56937,90.57099,27.44412,-163.74235,-187.01344,-362.24525,61.58029,81.12308,9.31198
477,20220923_170150,1663977710.370467190,3746822510.370467180,11.56678,90.57481,27.43870,-163.74962,-187.01898,-362.23774,61.58239,81.12642,9.31001
478,20220923_170150,1663977710.870439050,3746822510.870439050,11.57023,90.58270,27.45201,-163.74222,-187.01307,-362.24256,61.58153,81.13307,9.30755
479,20220923_170151,1663977711.370448590,3746822511.370448590,11.57072,90.57962,27.44178,-163.73113,-187.01479,-362.24353,61.58165,81.12653,9.31223
480,20220923_170151,1663977711.870058540,3746822511.870058540,11.56776,90.57987,27.44758,-163.74358,-187.01442,-362.24427,61.57981,81.12727,9.31827
481,20220923_170152,1663977712.370108600,3746822512.370108600,11.56850,90.57407,27.44104,-163.74642,-187.01701,-362.24291,61.58153,81.12666,9.31457
482,20220923_170152,1663977712.870418550,3746822512.870418550,11.56653,90.57235,27.44696,-163.74776,-187.01812,-362.23626,61.58165,81.12223,9.31297
483,20220923_170153,1663977713.371675010,3746822513.371675010,11.56629,90.57149,27.44240,-163.74888,-187.01947,-362.24217,61.57882,81.12469,9.31593
484,20220923_170153,1663977713.871246340,3746822513.871246340,11.57146,90.58098,27.45041,-163.74222,-187.01109,-362.23750,61.58140,81.12801,9.31593
485,20220923_170154,1663977714.371776580,3746822514.371776580,11.56148,90.58393,27.44523,-163.74617,-187.01369,-362.24353,61.58251,81.12605,9.31321
486,20220923_170154,1663977714.871725560,3746822514.871725560,11.56678,90.57617,27.44844,-163.74013,-187.01245,-362.23946,61.57981,81.12900,9.31174
487,20220923_170155,1663977715.371372220,3746822515.371372220,11.57343,90.57839,27.45028,-163.74481,-187.01886,-362.24167,61.58547,81.12851,9.30841
488,20220923_170155,1663977715.871232990,3746822515.871232990,11.57257,90.57741,27.44449,-163.74764,-187.01701,-362.23750,61.58658,81.12727,9.31321
489,20220923_170156,1663977716.371267320,3746822516.371267320,11.56776,90.58332,27.44905,-163.74592,-187.00998,-362.24205,61.58313,81.13061,9.31358
490,20220923_170156,1663977716.871895790,3746822516.871895790,11.56505,90.57481,27.44499,-163.74407,-187.01429,-362.23428,61.58079,81.12173,9.31063
491,20220923_170157,1663977717.371646400,3746822517.371646400,11.57688,90.58455,27.44868,-163.74370,-187.01406,-362.24070,61.57820,81.12186,9.31383
492,20220923_170157,1663977717.871401790,3746822517.871401790,11.56431,90.57630,27.44942,-163.74531,-187.02132,-362.23552,61.57709,81.12161,9.30656
493,20220923_170158,1663977718.371529580,3746822518.371529580,11.56222,90.57642,27.44178,-163.74863,-187.01406,-362.24463,61.57697,81.12186,9.30816
494,20220923_170158,1663977718.871448990,3746822518.871448990,11.56283,90.58233,27.44659,-163.74247,-187.01553,-362.24341,61.57981,81.12481,9.30816
495,20220923_170159,1663977719.371399880,3746822519.371399880,11.55963,90.56385,27.44412,-163.73644,-187.01750,-362.24070,61.58153,81.11705,9.31174
496,20220923_170159,1663977719.871411320,3746822519.871411320,11.56542,90.57605,27.43599,-163.75097,-187.01824,-362.24477,61.57734,81.12136,9.31161
497,20220923_170200,1663977720.371116160,3746822520.371116160,11.56530,90.57716,27.45177,-163.74235,-187.02058,-362.24241,61.57660,81.12407,9.30816
498,20220923_170200,1663977720.871898170,3746822520.871898170,11.56431,90.57630,27.44597,-163.75023,-187.02440,-362.24341,61.57278,81.12358,9.31026
499,20220923_170201,1663977721.371796610,3746822521.371796610,11.56739,90.57518,27.44597,-163.74432,-187.01540,-362.24046,61.57463,81.12308,9.31161
500,20220923_170201,1663977721.872004990,3746822521.872004980,11.56887,90.57876,27.44302,-163.74580,-187.01417,-362.23688,61.56637,81.12395,9.31075
501,20220923_170202,1663977722.371843340,3746822522.371843340,11.56850,90.57444,27.43858,-163.74592,-187.01540,-362.23996,61.57426,81.12271,9.30557
502,20220923_170202,1663977722.872604850,3746822522.872604850,11.57208,90.56976,27.44610,-163.73926,-187.01184,-362.23676,61.57414,81.11754,9.30890
503,20220923_170203,1663977723.373191830,3746822523.373191830,11.56727,90.57704,27.44351,-163.74605,-187.01023,-362.23762,61.57610,81.11680,9.30262
504,20220923_170203,1663977723.873132230,3746822523.873132230,11.56653,90.57025,27.44437,-163.73446,-187.01258,-362.23812,61.57339,81.11840,9.30373
505,20220923_170204,1663977724.373141770,3746822524.373141760,11.56591,90.56988,27.43488,-163.74407,-187.01787,-362.23381,61.57734,81.11532,9.30903
506,20220923_170204,1663977724.873103140,3746822524.873103140,11.56937,90.57925,27.44006,-163.73976,-187.01332,-362.23700,61.57512,81.12001,9.31050
507,20220923_170205,1663977725.373877520,3746822525.373877520,11.56555,90.57913,27.44043,-163.74555,-187.01651,-362.24108,61.58177,81.12223,9.30557
508,20220923_170205,1663977725.873334410,3746822525.873334410,11.56283,90.57198,27.43698,-163.74702,-187.01380,-362.23984,61.57870,81.11964,9.30853
509,20220923_170206,1663977726.373187060,3746822526.373187060,11.56357,90.57087,27.43821,-163.74605,-187.02071,-362.24267,61.57426,81.12038,9.31248
510,20220923_170206,1663977726.873212810,3746822526.873212810,11.55988,90.57457,27.44166,-163.75307,-187.02009,-362.24303,61.57758,81.12013,9.30619
511,20220923_170207,1663977727.373214240,3746822527.373214240,11.56345,90.56606,27.44228,-163.74937,-187.01750,-362.24120,61.57228,81.12481,9.30792
512,20220923_170207,1663977727.873139860,3746822527.873139860,11.56764,90.57728,27.43611,-163.75073,-187.02292,-362.24649,61.58412,81.12161,9.31272
513,20220923_170208,1663977728.374955180,3746822528.374955180,11.56407,90.57297,27.43710,-163.74764,-187.01824,-362.24046,61.57672,81.12038,9.30989
514,20220923_170208,1663977728.874740600,3746822528.874740600,11.56900,90.56631,27.43661,-163.74727,-187.02304,-362.24229,61.57377,81.11865,9.31137
515,20220923_170209,1663977729.374812600,3746822529.374812600,11.56086,90.57654,27.43821,-163.74617,-187.01565,-362.24229,61.58128,81.11865,9.30903
516,20220923_170209,1663977729.874691960,3746822529.874691960,11.56000,90.57285,27.44178,-163.74962,-187.01824,-362.24403,61.57179,81.12506,9.30841
517,20220923_170210,1663977730.374317650,3746822530.374317640,11.56604,90.56890,27.43611,-163.75023,-187.02168,-362.24551,61.57672,81.12247,9.31285
518,20220923_170210,1663977730.874412060,3746822530.874412060,11.56530,90.56262,27.44388,-163.74826,-187.01799,-362.24241,61.57315,81.11927,9.30927
519,20220923_170211,1663977731.374688620,3746822531.374688620,11.56357,90.57395,27.43772,-163.74937,-187.01861,-362.24415,61.57870,81.12161,9.30644
520,20220923_170211,1663977731.874694350,3746822531.874694350,11.56900,90.56606,27.43464,-163.75134,-187.02440,-362.24599,61.57623,81.11594,9.30323
521,20220923_170212,1663977732.374577520,3746822532.374577520,11.55901,90.56877,27.43427,-163.74962,-187.02193,-362.24132,61.57635,81.11815,9.31112
522,20220923_170212,1663977732.874205590,3746822532.874205590,11.56025,90.57420,27.43919,-163.75048,-187.01664,-362.23934,61.57573,81.12395,9.30964
523,20220923_170213,1663977733.374236110,3746822533.374236110,11.55938,90.56668,27.43735,-163.74702,-187.01972,-362.24389,61.57573,81.11865,9.30681
524,20220923_170213,1663977733.874690530,3746822533.874690530,11.57084,90.57518,27.44289,-163.75011,-187.02157,-362.24895,61.57734,81.12038,9.31013
525,20220923_170214,1663977734.374689580,3746822534.374689580,11.56000,90.57075,27.43685,-163.74580,-187.02108,-362.24093,61.57586,81.12099,9.31026
526,20220923_170214,1663977734.875022410,3746822534.875022410,11.56308,90.57531,27.43353,-163.74986,-187.01750,-362.24513,61.57981,81.12666,9.31198
527,20220923_170215,1663977735.374720570,3746822535.374720570,11.56838,90.57716,27.43858,-163.74801,-187.01701,-362.24501,61.57672,81.12198,9.31334
528,20220923_170215,1663977735.874861720,3746822535.874861720,11.56604,90.57642,27.43106,-163.74863,-187.01873,-362.24194,61.57610,81.12395,9.31186
529,20220923_170216,1663977736.374083040,3746822536.374083040,11.55938,90.57087,27.43796,-163.74789,-187.01775,-362.24229,61.57660,81.12555,9.30878
530,20220923_170216,1663977736.874126430,3746822536.874126430,11.56197,90.56274,27.44104,-163.75073,-187.01676,-362.24551,61.57992,81.12198,9.30915
531,20220923_170217,1663977737.374693390,3746822537.374693390,11.56086,90.57370,27.44462,-163.74813,-187.01836,-362.24513,61.57610,81.12284,9.31223
532,20220923_170217,1663977737.875021460,3746822537.875021460,11.56111,90.56545,27.44018,-163.74716,-187.02267,-362.24229,61.57586,81.12062,9.30792
533,20220923_170218,1663977738.374694350,3746822538.374694350,11.55988,90.57186,27.43759,-163.74580,-187.01898,-362.24637,61.57709,81.12653,9.30767
534,20220923_170218,1663977738.875022410,3746822538.875022410,11.56567,90.56927,27.43205,-163.75085,-187.02046,-362.24833,61.57845,81.12481,9.31100
535,20220923_170219,1663977739.374358180,3746822539.374358180,11.56283,90.56508,27.43143,-163.75406,-187.02427,-362.24871,61.57808,81.11840,9.31038
536,20220923_170219,1663977739.874807830,3746822539.874807830,11.55877,90.56594,27.43821,-163.75023,-187.02230,-362.24661,61.57364,81.11619,9.30767
537,20220923_170220,1663977740.374681000,3746822540.374681000,11.56333,90.56767,27.43624,-163.75122,-187.02132,-362.24968,61.57808,81.12370,9.31371
538,20220923_170220,1663977740.874399180,3746822540.874399180,11.56591,90.56755,27.43537,-163.75060,-187.02205,-362.24377,61.57315,81.12752,9.30853
539,20220923_170221,1663977741.374479770,3746822541.374479770,11.56259,90.57137,27.44154,-163.74531,-187.02145,-362.24329,61.58510,81.12136,9.30730
540,20220923_170221,1663977741.875251290,3746822541.875251290,11.55901,90.56705,27.44228,-163.74739,-187.02009,-362.24513,61.57660,81.12543,9.31272
541,20220923_170222,1663977742.375920770,3746822542.375920770,11.56357,90.56730,27.44129,-163.74925,-187.01898,-362.24034,61.57771,81.12087,9.31161
542,20220923_170222,1663977742.876757620,3746822542.876757620,11.56431,90.57506,27.43735,-163.74962,-187.02034,-362.24403,61.57870,81.11815,9.31075
543,20220923_170223,1663977743.376685620,3746822543.376685620,11.56135,90.56495,27.43932,-163.75344,-187.02255,-362.24008,61.58018,81.12740,9.30792
544,20220923_170223,1663977743.876572610,3746822543.876572610,11.56653,90.56816,27.44117,-163.74912,-187.02205,-362.24625,61.57734,81.12001,9.30878
