# Limits for x,y shifts of
# x:[-40.  -22.5  -5.   12.5  30. ], y:[-30.  -12.5   5.   22.5  40. ] cm
-1.189572000000000003e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.189572000000000003e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.189572000000000003e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.189572000000000003e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.189572000000000003e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.126000000000000085e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.126000000000000085e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.126000000000000085e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.126000000000000085e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-1.126000000000000085e+02,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-9.510000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-9.510000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-9.510000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-9.510000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-9.510000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-7.760000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-7.760000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-7.760000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-7.760000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-7.760000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-6.010000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-6.010000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-6.010000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-6.010000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
-6.010000000000000853e+01,-1.747113300000000038e+02,-1.507516500000000121e+02,-1.050290291499999995e+02,-1.081134215400000045e+02,-2.761794206999999801e+02
