index,x,y,z,B_x,B_y,B_z
136,-21.799999999999997,-306.0255102040816,-95.50448979591837,-0.7391280487251777,-0.8924578968455421,-1.8747034552723107
137,-21.799999999999997,-306.0255102040816,-93.87183673469389,-0.7555174772006694,-0.9002853242480455,-1.8808506960656075
138,-21.799999999999997,-306.0255102040816,-92.2391836734694,-0.7719175193323906,-0.9081027022534727,-1.8868844139681613
139,-21.799999999999997,-306.0255102040816,-90.60653061224491,-0.7883283989104086,-0.9159109608773974,-1.892804476422981
140,-21.799999999999997,-306.0255102040816,-88.97387755102042,-0.8047504107849193,-0.9237110077994544,-1.8986106872405912
141,-21.799999999999997,-306.0255102040816,-87.34122448979593,-0.8211839135569221,-0.9315037270012567,-1.9043027903487229
142,-21.799999999999997,-306.0255102040816,-85.70857142857143,-0.8376293230170972,-0.9392899778911215,-1.909880473287899
143,-21.799999999999997,-306.0255102040816,-84.07591836734694,-0.8540871062449469,-0.9470705948183991,-1.9153433704696
144,-21.799999999999997,-306.0255102040816,-82.44326530612246,-0.8705577762967778,-0.9548463868968042,-1.9206910662109067
145,-21.799999999999997,-306.0255102040816,-80.81061224489797,-0.8870418874172685,-0.9626181380683079,-1.925923097559803
146,-21.799999999999997,-306.0255102040816,-79.17795918367348,-0.9035400307157602,-0.9703866073548966,-1.9310389569258462
147,-21.799999999999997,-306.0255102040816,-77.54530612244899,-0.920052830261227,-0.9781525292540323,-1.9360380945273903
148,-21.799999999999997,-306.0255102040816,-75.91265306122449,-0.9365809395479516,-0.9859166142433651,-1.9409199206683923
149,-21.799999999999997,-306.0255102040816,-74.28,-0.9531250382979408,-0.9936795493634349,-1.9456838078566534
150,-21.799999999999997,-295.41326530612247,-154.28000000000003,-0.16094861073202082,-0.6106531140781613,-1.6156895072165582
151,-21.799999999999997,-295.41326530612247,-152.64734693877554,-0.1734613298520742,-0.616869579457358,-1.6266736079094812
152,-21.799999999999997,-295.41326530612247,-151.01469387755105,-0.1859692773828101,-0.6229840321166478,-1.6375234482902385
153,-21.799999999999997,-295.41326530612247,-149.38204081632657,-0.19848721596204655,-0.6290110746013227,-1.6482382105250508
154,-21.799999999999997,-295.41326530612247,-147.74938775510208,-0.21103334086757286,-0.6349694272928161,-1.6588165694603845
155,-21.799999999999997,-295.41326530612247,-146.1167346938776,-0.22362821797298693,-0.6408804500746612,-1.6692568418847742
156,-21.799999999999997,-295.41326530612247,-144.4840816326531,-0.23629393770812612,-0.6467669783016845,-1.6795571028459335
157,-21.799999999999997,-295.41326530612247,-142.85142857142858,-0.2490535088012109,-0.6526525285665912,-1.6897152668932307
158,-21.799999999999997,-295.41326530612247,-141.2187755102041,-0.261930352015753,-0.6585607250189582,-1.6997291574798936
159,-21.799999999999997,-295.41326530612247,-139.5861224489796,-0.27494769404657404,-0.6645147388726684,-1.7095965978161445
160,-21.799999999999997,-295.41326530612247,-137.95346938775512,-0.2881276393708845,-0.6705365280055844,-1.7193155608927242
161,-21.799999999999997,-295.41326530612247,-136.32081632653063,-0.30148972740246904,-0.6766457002484572,-1.7288844117497035
162,-21.799999999999997,-295.41326530612247,-134.68816326530614,-0.3150489794013538,-0.6828579891647735,-1.7383022408410227
163,-21.799999999999997,-295.41326530612247,-133.05551020408166,-0.32881390530621957,-0.6891837050338836,-1.747569205828995
164,-21.799999999999997,-295.41326530612247,-131.42285714285717,-0.3427854031098718,-0.6956268927464748,-1.756686718097555
165,-21.799999999999997,-295.41326530612247,-129.79020408163268,-0.3569572561539758,-0.7021857509585061,-1.7656573501721482
166,-21.799999999999997,-295.41326530612247,-128.1575510204082,-0.37131796046648446,-0.7088540991927346,-1.7744845109851468
167,-21.799999999999997,-295.41326530612247,-126.52489795918369,-0.38585293338149995,-0.7156231424743567,-1.7831720553754167
168,-21.799999999999997,-295.41326530612247,-124.8922448979592,-0.4005463482769187,-0.72248293668153,-1.791723960233611
169,-21.799999999999997,-295.41326530612247,-123.25959183673471,-0.4153823677667958,-0.729423375013198,-1.800144107152363
170,-21.799999999999997,-295.41326530612247,-121.62693877551023,-0.43034586611182135,-0.736434767827177,-1.808436155566696
171,-21.799999999999997,-295.41326530612247,-119.99428571428572,-0.44542280494880515,-0.7435081461551363,-1.8166034774978073
172,-21.799999999999997,-295.41326530612247,-118.36163265306124,-0.46060039621281135,-0.7506353953295104,-1.824649130315322
173,-21.799999999999997,-295.41326530612247,-116.72897959183675,-0.47586714061000635,-0.757809289135821,-1.8325758519155926
174,-21.799999999999997,-295.41326530612247,-115.09632653061226,-0.4912127956239374,-0.7650234676485752,-1.8403860687479465
175,-21.799999999999997,-295.41326530612247,-113.46367346938777,-0.5066283052982499,-0.7722723846246708,-1.848081910937296
176,-21.799999999999997,-295.41326530612247,-111.83102040816328,-0.5221057110462652,-0.7795512399478639,-1.85566523103779
177,-21.799999999999997,-295.41326530612247,-110.1983673469388,-0.5376380550308397,-0.7868559064289684,-1.8631376243094309
178,-21.799999999999997,-295.41326530612247,-108.56571428571431,-0.553219283020951,-0.794182856520365,-1.8705004492330346
179,-21.799999999999997,-295.41326530612247,-106.93306122448982,-0.5688441507824109,-0.8015290921813403,-1.8777548474863437
180,-21.799999999999997,-295.41326530612247,-105.30040816326533,-0.5845081362692497,-0.8088920796733703,-1.8849017629262335
181,-21.799999999999997,-295.41326530612247,-103.66775510204083,-0.6002073587540906,-0.8162696901361244,-1.8919419593316604
182,-21.799999999999997,-295.41326530612247,-102.03510204081634,-0.6159385053110782,-0.8236601462089084,-1.8988760367937658
183,-21.799999999999997,-295.41326530612247,-100.40244897959185,-0.631698764617397,-0.8310619745948316,-1.9057044467289757
184,-21.799999999999997,-295.41326530612247,-98.76979591836735,-0.6474857677669377,-0.8384739642550869,-1.912427505544187
185,-21.799999999999997,-295.41326530612247,-97.13714285714286,-0.6632975356316422,-0.8458951297951955,-1.9190454070180607
186,-21.799999999999997,-295.41326530612247,-95.50448979591837,-0.6791324322310288,-0.8533246795574598,-1.925558233480345
187,-21.799999999999997,-295.41326530612247,-93.87183673469389,-0.6949891235449854,-0.8607619879197159,-1.9319659658807495
188,-21.799999999999997,-295.41326530612247,-92.2391836734694,-0.7108665412093842,-0.8682065713161364,-1.9382684928421554
189,-21.799999999999997,-295.41326530612247,-90.60653061224491,-0.7267638505637422,-0.8756580675256203,-1.9444656187903604
190,-21.799999999999997,-295.41326530612247,-88.97387755102042,-0.7426804225520129,-0.8831162178130683,-1.9505570712494205
191,-21.799999999999997,-295.41326530612247,-87.34122448979593,-0.7586158090283845,-0.8905808515478384,-1.956542507386004
192,-21.799999999999997,-295.41326530612247,-85.70857142857143,-0.7745697210551725,-0.898051872967784,-1.9624215198791717
193,-21.799999999999997,-295.41326530612247,-84.07591836734694,-0.7905420098320519,-0.9055292497944833,-1.9681936421862076
194,-21.799999999999997,-295.41326530612247,-82.44326530612246,-0.8065326499295793,-0.9130130034469062,-1.973858353268156
195,-21.799999999999997,-295.41326530612247,-80.81061224489797,-0.8225417245432709,-0.9205032006262286,-1.9794150818327552
196,-21.799999999999997,-295.41326530612247,-79.17795918367348,-0.8385694125161933,-0.9279999460845829,-1.9848632101461163
197,-21.799999999999997,-295.41326530612247,-77.54530612244899,-0.8546159769097699,-0.9355033764090308,-1.990202077459955
198,-21.799999999999997,-295.41326530612247,-75.91265306122449,-0.8706817549304162,-0.9430136546775714,-1.9954309830950052
199,-21.799999999999997,-295.41326530612247,-74.28,-0.8867671490440046,-0.9505309658678129,-2.000549189218418
200,-21.799999999999997,-284.80102040816325,-154.28000000000003,-0.16321604713363058,-0.6184764764988131,-1.648422128022716
201,-21.799999999999997,-284.80102040816325,-152.64734693877554,-0.17382456430152615,-0.6230134481353105,-1.6593235483944042
202,-21.799999999999997,-284.80102040816325,-151.01469387755105,-0.18436559692642618,-0.6273771278607114,-1.670122696151445
203,-21.799999999999997,-284.80102040816325,-149.38204081632657,-0.19486772078627723,-0.6315990058394902,-1.6808166764305383
204,-21.799999999999997,-284.80102040816325,-147.74938775510208,-0.2053620764720847,-0.6357132556041734,-1.6914021363739735
205,-21.799999999999997,-284.80102040816325,-146.1167346938776,-0.21588073559587428,-0.6397544713509831,-1.7018755018961116
206,-21.799999999999997,-284.80102040816325,-144.4840816326531,-0.2264564687380073,-0.6437572927125075,-1.7122330030835542
207,-21.799999999999997,-284.80102040816325,-142.85142857142858,-0.2371227778159266,-0.6477563889575038,-1.7224706598265769
208,-21.799999999999997,-284.80102040816325,-141.2187755102041,-0.24791397831245376,-0.6517865178434192,-1.7325842603387827
209,-21.799999999999997,-284.80102040816325,-139.5861224489796,-0.25886527209536325,-0.655882588735409,-1.7425693420823478
210,-21.799999999999997,-284.80102040816325,-137.95346938775512,-0.27001274403141906,-0.6600796710771419,-1.752421186717953
211,-21.799999999999997,-284.80102040816325,-136.32081632653063,-0.28139302908385844,-0.6644127460365326,-1.7621348736051345
212,-21.799999999999997,-284.80102040816325,-134.68816326530614,-0.2930412816453156,-0.6689151193108103,-1.77170563201976
213,-21.799999999999997,-284.80102040816325,-133.05551020408166,-0.30498229165095836,-0.673611420826262,-1.7811303966806094
214,-21.799999999999997,-284.80102040816325,-131.42285714285717,-0.31721709070697557,-0.6785070426125799,-1.7904101555756142
215,-21.799999999999997,-284.80102040816325,-129.79020408163268,-0.32972883111833085,-0.6835928076290827,-1.7995489176607862
216,-21.799999999999997,-284.80102040816325,-128.1575510204082,-0.3424962132427254,-0.6888556045518897,-1.8085513574015835
217,-21.799999999999997,-284.80102040816325,-126.52489795918369,-0.35549815326450585,-0.6942821017804022,-1.8174219971839136
218,-21.799999999999997,-284.80102040816325,-124.8922448979592,-0.36871471967378966,-0.6998595136302299,-1.8261650453501659
219,-21.799999999999997,-284.80102040816325,-123.25959183673471,-0.3821273267536185,-0.7055757796749731,-1.8347843654794076
220,-21.799999999999997,-284.80102040816325,-121.62693877551023,-0.3957187637305992,-0.7114196141229456,-1.8432834752522353
221,-21.799999999999997,-284.80102040816325,-119.99428571428572,-0.40947317276103945,-0.7173805143038123,-1.8516655548925058
222,-21.799999999999997,-284.80102040816325,-118.36163265306124,-0.4233760046047337,-0.7234487507459164,-1.8599334599660722
223,-21.799999999999997,-284.80102040816325,-116.72897959183675,-0.4374139619647508,-0.7296153464588144,-1.8680897366316032
224,-21.799999999999997,-284.80102040816325,-115.09632653061226,-0.45157493522663117,-0.7358720489405357,-1.8761366383721878
225,-21.799999999999997,-284.80102040816325,-113.46367346938777,-0.4658479335415109,-0.7422112970760679,-1.884076143564556
226,-21.799999999999997,-284.80102040816325,-111.83102040816328,-0.48022301340367335,-0.7486261845212709,-1.8919099734046512
227,-21.799999999999997,-284.80102040816325,-110.1983673469388,-0.4946912064205833,-0.7551104208613424,-1.8996396098066555
228,-21.799999999999997,-284.80102040816325,-108.56571428571431,-0.5092444476311471,-0.7616582916099048,-1.907266312973107
229,-21.799999999999997,-284.80102040816325,-106.93306122448982,-0.5238755054514286,-0.7682646179336245,-1.914791138402947
230,-21.799999999999997,-284.80102040816325,-105.30040816326533,-0.5385779140761997,-0.774924716816912,-1.9222149531621113
231,-21.799999999999997,-284.80102040816325,-103.66775510204083,-0.5533459089500354,-0.7816343622390605,-1.9295384512952296
232,-21.799999999999997,-284.80102040816325,-102.03510204081634,-0.5681743657332561,-0.7883897477940138,-1.9367621682998646
233,-21.799999999999997,-284.80102040816325,-100.40244897959185,-0.5830587430283174,-0.7951874510698929,-1.9438864946218573
234,-21.799999999999997,-284.80102040816325,-98.76979591836735,-0.5979950289990086,-0.8020244000027219,-1.950911688160332
235,-21.799999999999997,-284.80102040816325,-97.13714285714286,-0.6129796919099135,-0.80889784133268,-1.9578378857929124
236,-21.799999999999997,-284.80102040816325,-95.50448979591837,-0.6280096345311392,-0.8158053112219363,-1.964665113950204
237,-21.799999999999997,-284.80102040816325,-93.87183673469389,-0.6430821522862686,-0.8227446080396135,-1.9713932982804465
238,-21.799999999999997,-284.80102040816325,-92.2391836734694,-0.6581948949842626,-0.8297137672743702,-1.9780222724535435
239,-21.799999999999997,-284.80102040816325,-90.60653061224491,-0.6733458319376098,-0.8367110385038643,-1.984551786159507
240,-21.799999999999997,-284.80102040816325,-88.97387755102042,-0.6885332202553514,-0.8437348643301164,-1.9909815123582888
