# File: original data
# Date created: 12/08/2022
# Units: [cm], [G = 1e-4 T]
# Offset from original data used: [ 35.2  651.05  16.3 ] cm
#  + 
# Rotation about z axis: -110 degrees
# Resulting total origin shift: [ 599.74777172 -255.74939456   16.3       ] cm
# Comments: This data is interpolated from Takashi's summer 2019 data. The data has been shifted and rotated to, to match the origin and axes used in PENTrack STL files, as well as interpolated to a rectilinear grid in this rotated frame.
# x	y	z	B_x	B_y	B_z
4.443283806487683023e+02	-1.057488903307366002e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-4.139515925510394254e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-3.691319588268210055e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-3.243123251026025855e+02	-2.179799999999999898e+02	-5.180074999842041450e-01	5.032347201820073224e-01	-1.734930267219596089e+00
5.062221797014134381e+02	-2.794926913783841655e+02	-2.179799999999999898e+02	-4.864348769742470324e-01	3.488183015490164962e-01	-1.550927884725183503e+00
5.062221797014134381e+02	-2.346730576541657456e+02	-2.179799999999999898e+02	-3.590481951953137241e-01	3.500072508048504005e-01	-1.331705725974458687e+00
5.062221797014134381e+02	-1.898534239299473256e+02	-2.179799999999999898e+02	-1.187906558178042360e-01	4.819343816591867835e-01	-1.202693089353445544e+00
5.062221797014134381e+02	-1.450337902057289057e+02	-2.179799999999999898e+02	1.061094816076035841e-01	6.473353382599214001e-01	-1.040385474748607209e+00
5.062221797014134381e+02	-1.002141564815104857e+02	-2.179799999999999898e+02	2.372859869335428584e-01	1.067279416665911640e+00	-1.041639309599279528e+00
5.062221797014134381e+02	-5.539452275729206576e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-1.057488903307366002e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-4.139515925510394254e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-3.691319588268210055e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-3.243123251026025855e+02	-2.179799999999999898e+02	-2.401838906801003759e-01	5.315508191154378892e-01	-1.864417755883323480e+00
5.681159787540585739e+02	-2.794926913783841655e+02	-2.179799999999999898e+02	-1.615513955008083258e-01	4.810077121635174535e-01	-1.588433415728928821e+00
5.681159787540585739e+02	-2.346730576541657456e+02	-2.179799999999999898e+02	-8.928553840220843085e-03	6.316041158144969359e-01	-1.369565925458658739e+00
5.681159787540585739e+02	-1.898534239299473256e+02	-2.179799999999999898e+02	1.882294577389842516e-01	8.103375321271357734e-01	-1.472549762192244316e+00
5.681159787540585739e+02	-1.450337902057289057e+02	-2.179799999999999898e+02	2.727732833123468481e-01	7.555999944414395486e-01	-1.512457426343644329e+00
5.681159787540585739e+02	-1.002141564815104857e+02	-2.179799999999999898e+02	1.713081767298980651e-01	1.064207523114589549e+00	-1.377881049364219734e+00
5.681159787540585739e+02	-5.539452275729206576e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-1.057488903307366002e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-4.139515925510394254e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-3.691319588268210055e+02	-2.179799999999999898e+02	-5.628433801751953069e-01	7.982184818121140779e-01	-2.213758155691039065e+00
6.300097778067037098e+02	-3.243123251026025855e+02	-2.179799999999999898e+02	-4.882286078044160149e-01	6.597847965147138893e-01	-1.862317381353250312e+00
6.300097778067037098e+02	-2.794926913783841655e+02	-2.179799999999999898e+02	-1.380615640601092764e-01	8.619950187804477082e-01	-1.661188332765220821e+00
6.300097778067037098e+02	-2.346730576541657456e+02	-2.179799999999999898e+02	2.802657215326576079e-01	9.693210412969790468e-01	-1.656395435656918380e+00
6.300097778067037098e+02	-1.898534239299473256e+02	-2.179799999999999898e+02	4.290489407438542457e-01	9.006784385092885259e-01	-1.784612334633379760e+00
6.300097778067037098e+02	-1.450337902057289057e+02	-2.179799999999999898e+02	3.685314400132853052e-01	7.069868136874788433e-01	-1.681986118080544657e+00
6.300097778067037098e+02	-1.002141564815104857e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-5.539452275729206576e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-1.057488903307366002e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.919035768593488456e+02	-4.139515925510394254e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.919035768593488456e+02	-3.691319588268210055e+02	-2.179799999999999898e+02	-9.573492845286182273e-01	8.395570146017234947e-01	-1.545109180408985594e+00
6.919035768593488456e+02	-3.243123251026025855e+02	-2.179799999999999898e+02	-6.753684991928707859e-01	1.167812595561144917e+00	-1.248379900589725366e+00
6.919035768593488456e+02	-2.794926913783841655e+02	-2.179799999999999898e+02	-7.983492957140470025e-02	1.646201804076724784e+00	-1.604659311517139031e+00
6.919035768593488456e+02	-2.346730576541657456e+02	-2.179799999999999898e+02	5.690623244159951355e-01	1.558518179093425715e+00	-2.176105906095585851e+00
6.919035768593488456e+02	-1.898534239299473256e+02	-2.179799999999999898e+02	9.165169682896134873e-01	1.038985277347023839e+00	-2.451408607720566124e+00
6.919035768593488456e+02	-1.450337902057289057e+02	-2.179799999999999898e+02	9.387698405594164797e-01	5.778430505300207187e-01	-2.237219834931352125e+00
6.919035768593488456e+02	-1.002141564815104857e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.919035768593488456e+02	-5.539452275729206576e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.919035768593488456e+02	-1.057488903307366002e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.537973759119939814e+02	-4.139515925510394254e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.537973759119939814e+02	-3.691319588268210055e+02	-2.179799999999999898e+02	-8.039849946857771101e-01	1.154064182897059254e+00	-8.565605615004869833e-01
7.537973759119939814e+02	-3.243123251026025855e+02	-2.179799999999999898e+02	-3.325513656500334037e-01	1.873518331580839913e+00	-9.146543601930261502e-01
7.537973759119939814e+02	-2.794926913783841655e+02	-2.179799999999999898e+02	5.186760231902098894e-02	2.439077260052386009e+00	-1.773378754527129786e+00
7.537973759119939814e+02	-2.346730576541657456e+02	-2.179799999999999898e+02	4.390647525573854182e-01	2.216638531544504076e+00	-2.916563824976947217e+00
7.537973759119939814e+02	-1.898534239299473256e+02	-2.179799999999999898e+02	6.280709621551068267e-01	1.230673603798265958e+00	-3.602513139184338797e+00
7.537973759119939814e+02	-1.450337902057289057e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.537973759119939814e+02	-1.002141564815104857e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.537973759119939814e+02	-5.539452275729206576e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.537973759119939814e+02	-1.057488903307366002e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-4.139515925510394254e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-3.691319588268210055e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-3.243123251026025855e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-2.794926913783841655e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-2.346730576541657456e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-1.898534239299473256e+02	-2.179799999999999898e+02	-1.740657543431893828e-01	1.677756991117007601e+00	-3.581403554123198774e+00
8.156911749646391172e+02	-1.450337902057289057e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-1.002141564815104857e+02	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-5.539452275729206576e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.156911749646391172e+02	-1.057488903307366002e+01	-2.179799999999999898e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-1.002141564815104857e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-5.539452275729206576e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.586469834908328949e+02	-1.057488903307366002e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.205407825434780307e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.205407825434780307e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.205407825434780307e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.205407825434780307e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.205407825434780307e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	-1.104786175770982481e+00	-2.132711033424978808e-01	-2.569424759404057568e+00
3.205407825434780307e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	-8.734437705272739549e-01	-2.328247868599095938e-01	-2.060638866989279450e+00
3.205407825434780307e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	-6.166905566791456295e-01	-1.543847035092369424e-01	-1.518349526953329587e+00
3.205407825434780307e+02	-1.002141564815104857e+02	-1.792577777777777612e+02	-2.118929507118991751e-01	1.053113990997047722e-01	-9.809409409092495480e-01
3.205407825434780307e+02	-5.539452275729206576e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.205407825434780307e+02	-1.057488903307366002e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.824345815961231665e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.824345815961231665e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.824345815961231665e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.824345815961231665e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	-1.021430160882516702e+00	2.384550698429386273e-01	-2.302685935978360021e+00
3.824345815961231665e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	-9.202492366914043487e-01	3.066635324412914088e-02	-2.021767201245353363e+00
3.824345815961231665e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	-7.439284783781090482e-01	4.068475918135305847e-02	-1.666763168253396543e+00
3.824345815961231665e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	-5.105645452971430132e-01	2.390780591005352562e-01	-1.345574033200875874e+00
3.824345815961231665e+02	-1.002141564815104857e+02	-1.792577777777777612e+02	-2.861279040243971394e-01	5.626514135203137812e-01	-1.154282587259274351e+00
3.824345815961231665e+02	-5.539452275729206576e+01	-1.792577777777777612e+02	-9.164762344255450444e-02	9.867176658401604072e-01	-1.093020319237894000e+00
3.824345815961231665e+02	-1.057488903307366002e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.443283806487683023e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.443283806487683023e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.443283806487683023e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.443283806487683023e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	-7.393663232212475123e-01	3.557096851323109377e-01	-1.880058606922460740e+00
4.443283806487683023e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	-6.498262111349220049e-01	2.749933099591004293e-01	-1.706854544937286278e+00
4.443283806487683023e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	-4.792100371941785397e-01	3.294524636331601641e-01	-1.502818190907490248e+00
4.443283806487683023e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	-2.700729240433474843e-01	5.310873692638011789e-01	-1.324614852557857603e+00
4.443283806487683023e+02	-1.002141564815104857e+02	-1.792577777777777612e+02	-1.254620400025032723e-01	8.219465879283234244e-01	-1.246217333875932809e+00
4.443283806487683023e+02	-5.539452275729206576e+01	-1.792577777777777612e+02	-7.032985650880618778e-03	1.177421438235498385e+00	-1.282266317248897280e+00
4.443283806487683023e+02	-1.057488903307366002e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	-4.996800910843361976e-01	5.819729648520564069e-01	-1.786072009376255210e+00
5.062221797014134381e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	-4.371123303068742416e-01	4.827500462561147287e-01	-1.708667898308362965e+00
5.062221797014134381e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	-3.344762032308210564e-01	4.686060146858181952e-01	-1.596906760261141756e+00
5.062221797014134381e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	-1.787911293640007671e-01	5.621949493515927543e-01	-1.507992569790513215e+00
5.062221797014134381e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	-5.213726812993968451e-02	7.230537272844372865e-01	-1.432888232207606194e+00
5.062221797014134381e+02	-1.002141564815104857e+02	-1.792577777777777612e+02	2.229140197709966742e-02	9.822004619949780135e-01	-1.451086283168363744e+00
5.062221797014134381e+02	-5.539452275729206576e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.062221797014134381e+02	-1.057488903307366002e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	-2.945072930378458409e-01	6.589880918351980199e-01	-1.796161214273325868e+00
5.681159787540585739e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	-2.144896358226446864e-01	6.269979629906288210e-01	-1.712079542118459585e+00
5.681159787540585739e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	-9.639578926160652372e-02	6.770458203007478915e-01	-1.635212401205848209e+00
5.681159787540585739e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	2.646482254253079702e-02	7.389008080493226771e-01	-1.651495313524179664e+00
5.681159787540585739e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	9.702530483421867302e-02	8.160833848029653836e-01	-1.663421062693572594e+00
5.681159787540585739e+02	-1.002141564815104857e+02	-1.792577777777777612e+02	6.810289045505157901e-02	1.023139266790082047e+00	-1.682588670228369665e+00
5.681159787540585739e+02	-5.539452275729206576e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.681159787540585739e+02	-1.057488903307366002e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	-4.569745844235626464e-01	8.460329000185993209e-01	-1.815443601428796683e+00
6.300097778067037098e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	-3.565666407122591863e-01	8.008745386467523986e-01	-1.787781742714173561e+00
6.300097778067037098e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	-1.429640080901322108e-01	8.752568770744062476e-01	-1.755250473038984182e+00
6.300097778067037098e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	1.049112205409272747e-01	9.053854234994389572e-01	-1.805445116309897458e+00
6.300097778067037098e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	2.215575188693037489e-01	8.466926980582911710e-01	-1.877247029803811529e+00
6.300097778067037098e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	2.253934935341703749e-01	8.136530262392795976e-01	-1.875747008215455480e+00
6.300097778067037098e+02	-1.002141564815104857e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-5.539452275729206576e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.300097778067037098e+02	-1.057488903307366002e+01	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.919035768593488456e+02	-4.139515925510394254e+02	-1.792577777777777612e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.919035768593488456e+02	-3.691319588268210055e+02	-1.792577777777777612e+02	-6.098236467900619573e-01	9.582928958600405167e-01	-1.536828119692131622e+00
6.919035768593488456e+02	-3.243123251026025855e+02	-1.792577777777777612e+02	-4.045640410594160130e-01	1.114958348422362633e+00	-1.579454305272179226e+00
6.919035768593488456e+02	-2.794926913783841655e+02	-1.792577777777777612e+02	-8.085237953420687518e-02	1.281407964351615192e+00	-1.780149980808687360e+00
6.919035768593488456e+02	-2.346730576541657456e+02	-1.792577777777777612e+02	2.850994996445024299e-01	1.240146544747403823e+00	-2.072298577160552213e+00
6.919035768593488456e+02	-1.898534239299473256e+02	-1.792577777777777612e+02	4.642249453604563314e-01	9.720389926146140169e-01	-2.248601236319530017e+00
6.919035768593488456e+02	-1.450337902057289057e+02	-1.792577777777777612e+02	4.744519341085435826e-01	7.588967670986335179e-01	-2.229072504076668793e+00
